Index,AirportID,City,Country,Latitude,Longitude,Timezone
3755,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,33.23690033,-107.2720032,-7
3756,Palmdale Regional/USAF Plant 42 Airport,Palmdale,United States,34.62939835,-118.0849991,-8
3757,Randolph Air Force Base,San Antonio,United States,29.52969933,-98.27890015,-6
3758,El Centro NAF Airport (Vraciu Field),El Centro,United States,32.829201,-115.671996,-8
3759,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,-5
3760,Drake Field,Fayetteville,United States,36.00510025,-94.17009735,-6
3761,Henry Post Army Air Field (Fort Sill),Fort Sill,United States,34.64979935,-98.40219879,-6
3762,Princeton Municipal Airport,Princeton,United States,45.55989838,-93.60820007,-6
3763,Wright-Patterson Air Force Base,Dayton,United States,39.8260994,-84.0483017,-5
3764,Edward G. Pitka Sr Airport,Galena,United States,64.73619843,-156.9369965,-9
3765,Chandler Municipal Airport,Chandler,United States,33.2691,-111.810997,-7
3766,Mineral Wells Airport,Mineral Wells,United States,32.78160095,-98.06020355,-6
3767,Mc Connell Air Force Base,Wichita,United States,37.62189865,-97.26820374,-6
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,29.82530022,-90.03500366,-6
3769,Beaufort County Airport,Beaufort,United States,32.41220093,-80.63439941,-5
3770,Texarkana Regional Webb Field,Texarkana,United States,33.45370102,-93.99099731,-6
3771,Plattsburgh International Airport,Plattsburgh,United States,44.65090179,-73.4681015,-5
3772,Phillips Army Air Field,Aberdeen,United States,39.466202,-76.1688,-5
3773,Tucumcari Municipal Airport,Tucumcari,United States,35.18280029,-103.6029968,-7
3774,Ted Stevens Anchorage International Airport,Anchorage,United States,61.17440033,-149.9960022,-9
3775,Robert Gray  Army Air Field Airport,Killeen,United States,31.06719971,-97.8289032,-6
3776,Black Rock Airport,Zuni Pueblo,United States,35.08319855,-108.7919998,-7
3777,Bellingham International Airport,Bellingham,United States,48.7928009,-122.538002,-8
3778,Millington-Memphis Airport,Millington,United States,35.356701,-89.8703,-6
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,38.88940048,-79.85710144,-5
3780,Hartford Brainard Airport,Hartford,United States,41.73669815,-72.6493988,-5
3781,North Central State Airport,Smithfield,United States,41.92079926,-71.49140167,-5
3782,Mobile Regional Airport,Mobile,United States,30.69120026,-88.24279785,-6
3783,Moffett Federal Airfield,Mountain View,United States,37.4161,-122.049004,-8
3784,Santa Fe Municipal Airport,Santa Fe,United States,35.61709976,-106.0889969,-7
3785,Barking Sands Airport,Barking Sands,United States,22.02280045,-159.7850037,-10
3786,Beauregard Regional Airport,Deridder,United States,30.83169937,-93.33989716,-6
3787,Bradshaw Army Airfield,Bradshaw Field,United States,19.76009941,-155.5540009,-10
3788,Nogales International Airport,Nogales,United States,31.4177,-110.848,-7
3789,Mac Dill Air Force Base,Tampa,United States,27.84930038,-82.52120209,-5
3790,Scott AFB/Midamerica Airport,Belleville,United States,38.5452,-89.835197,-6
3791,Opa-locka Executive Airport,Miami,United States,25.907,-80.278397,-5
3792,Del Rio International Airport,Del Rio,United States,29.37420082,-100.927002,-6
3793,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,-5
3794,King Salmon Airport,King Salmon,United States,58.67679977,-156.6490021,-9
3795,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,40.434799,-76.569397,-5
3796,Kapalua Airport,Lahania-kapalua,United States,20.96290016,-156.6730042,-10
3797,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5
3798,Homestead ARB Airport,Homestead,United States,25.48859978,-80.38359833,-5
3799,Riverside Municipal Airport,Riverside,United States,33.95190048,-117.4449997,-8
3800,Sherman Army Air Field,Fort Leavenworth,United States,39.36830139,-94.91470337,-6
3801,Wallops Flight Facility Airport,Wallops Island,United States,37.94020081,-75.46640015,-5
3802,Holloman Air Force Base,Alamogordo,United States,32.85250092,-106.1070023,-7
3803,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,40.19979858,-75.14820099,-5
3804,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965,-7
3805,Stockton Metropolitan Airport,Stockton,United States,37.89419937,-121.237999,-8
3806,Charleston Air Force Base-International Airport,Charleston,United States,32.89860153,-80.04049683,-5
3807,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8
3808,Ketchikan International Airport,Ketchikan,United States,55.35559845,-131.7140045,-9
3809,Willow Run Airport,Detroit,United States,42.23789978,-83.53040314,-5
3810,Vandenberg Air Force Base,Lompoc,United States,34.73730087,-120.5839996,-8
3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,-6
3812,Lakehurst Maxfield Field Airport,Lakehurst,United States,40.03329849,-74.353302,-5
3813,Eareckson Air Station,Shemya,United States,52.71229935,174.1139984,-10
3814,Nellis Air Force Base,Las Vegas,United States,36.23619843,-115.0339966,-8
3815,March ARB Airport,Riverside,United States,33.880699,-117.259003,-8
3816,Modesto City Co-Harry Sham Field,Modesto,United States,37.62580109,-120.9540024,-8
3817,Sacramento International Airport,Sacramento,United States,38.69540024,-121.5910034,-8
3818,Waukegan National Airport,Chicago,United States,42.42219925,-87.86789703,-6
3819,City of Colorado Springs Municipal Airport,Colorado Springs,United States,38.805801,-104.700996,-7
3820,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,-5
3821,Griffing Sandusky Airport,Sandusky,United States,41.4333992,-82.65229797,-5
3822,Snohomish County (Paine Field) Airport,Everett,United States,47.90629959,-122.2819977,-8
3823,Mountain Home Air Force Base,Mountain Home,United States,43.043598,-115.872002,-7
3824,Cedar City Regional Airport,Cedar City,United States,37.70100021,-113.098999,-7
3825,Bradley International Airport,Windsor Locks,United States,41.93889999,-72.68319702,-5
3826,Mc Allen Miller International Airport,Mcallen,United States,26.17580032,-98.23860168,-6
3827,Norfolk Naval Station (Chambers Field),Norfolk,United States,36.937599,-76.289299,-5
3828,Westover ARB/Metropolitan Airport,Chicopee Falls,United States,42.19400024,-72.53479767,-5
3829,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,-6
3830,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6
3831,Boca Raton Airport,Boca Raton,United States,26.37849998,-80.10769653,-5
3832,Fairbanks International Airport,Fairbanks,United States,64.81510162,-147.8560028,-9
3833,Quantico MCAF /Turner field,Quantico,United States,38.50170135,-77.30529785,-5
3834,Cannon Air Force Base,Clovis,United States,34.38280106,-103.3219986,-7
3835,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,21.45050049,-157.7680054,-10
3836,Offutt Air Force Base,Omaha,United States,41.11830139,-95.91249847,-6
3837,Gulkana Airport,Gulkana,United States,62.1548996,-145.4570007,-9
3838,Watertown International Airport,Watertown,United States,43.9919014,-76.021698,-5
3839,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,-8
3840,Rick Husband Amarillo International Airport,Amarillo,United States,35.219398,-101.706001,-6
3841,Fort Dodge Regional Airport,Fort Dodge,United States,42.55149841,-94.19259644,-6
3842,Barksdale Air Force Base,Shreveport,United States,32.50180054,-93.66269684,-6
3843,Topeka Regional Airport - Forbes Field,Topeka,United States,38.95090103,-95.66359711,-6
3844,Cotulla-La Salle County Airport,Cotulla,United States,28.45669937,-99.22029877,-6
3845,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315,-5
3846,Baton Rouge Metropolitan Airport,Baton Rouge,United States,30.533199,-91.149597,-6
3847,Meridian Naval Air Station,Meridian,United States,32.55210114,-88.55560303,-6
3848,Tyler Pounds Regional Airport,Tyler,United States,32.35409927,-95.40239716,-6
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5
3850,Hobart Regional Airport,Hobart,United States,34.991317,-99.051313,-6
3851,Lanai Airport,Lanai,United States,20.78560066,-156.951004,-10
3852,Alexandria International Airport,Alexandria,United States,31.32740021,-92.54979706,-6
3853,Condron Army Air Field,White Sands,United States,32.34149933,-106.4029999,-7
3854,Cold Bay Airport,Cold Bay,United States,55.20610046,-162.7250061,-9
3855,Tulsa International Airport,Tulsa,United States,36.19839859,-95.88809967,-6
3856,Sitka Rocky Gutierrez Airport,Sitka,United States,57.04710007,-135.3619995,-9
3857,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5
3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,-6
3859,New Castle Airport,Wilmington,United States,39.67869949,-75.60649872,-5
3860,Unalaska Airport,Unalaska,United States,53.90010071,-166.5440063,-9
3861,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323,-6
3862,Portland International Jetport Airport,Portland,United States,43.64619827,-70.30930328,-5
3863,Will Rogers World Airport,Oklahoma City,United States,35.39310074,-97.60070038,-6
3864,Albany International Airport,Albany,United States,42.74829865,-73.80169678,-5
3865,Valdez Pioneer Field,Valdez,United States,61.13389969,-146.2480011,-9
3866,Langley Air Force Base,Hampton,United States,37.082901,-76.36049652,-5
3867,John Wayne Airport-Orange County Airport,Santa Ana,United States,33.67570114,-117.8679962,-8
3868,Columbus Air Force Base,Colombus,United States,33.64379883,-88.44380188,-6
3869,Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,25.64789963,-80.43280029,-5
3870,Oceana Naval Air Station,Oceana,United States,36.820702,-76.033501,-5
3871,Grissom Air Reserve Base,Peru,United States,40.64810181,-86.15209961,-5
3872,Casper-Natrona County International Airport,Casper,United States,42.908001,-106.463997,-7
3873,Destin-Ft Walton Beach Airport,Valparaiso,United States,30.4832,-86.525398,-6
3874,Craig Field,Selma,United States,32.34389877,-86.9878006,-6
3875,Key West International Airport,Key West,United States,24.55610085,-81.75959778,-5
3876,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5
3877,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8
3878,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5
3879,Florence Regional Airport,Florence,United States,34.1853981,-79.72389984,-5
3880,Great Falls International Airport,Great Falls,United States,47.48199844,-111.3710022,-7
3881,Youngstown Warren Regional Airport,Youngstown,United States,41.26070023,-80.67910004,-5
3882,Ladd AAF Airfield,Fort Wainwright,United States,64.83750153,-147.6139984,-9
3883,Mc Minnville Municipal Airport,Mackminnville,United States,45.19440079,-123.1360016,-8
3884,Robins Air Force Base,Macon,United States,32.64009857,-83.59190369,-5
3885,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016,7
3886,Naha Airport,Naha,Indonesia,3.683209896,125.5279999,8
3887,Andi Jemma Airport,Masamba,Indonesia,-2.55803,120.323997,8
3888,Soroako Airport,Soroako,Indonesia,-2.531199932,121.3580017,8
3889,Pongtiku Airport,Makale,Indonesia,-3.044739962,119.8219986,8
3890,Wolter Monginsidi Airport,Kendari,Indonesia,-4.081610203,122.4179993,8
3891,Maimun Saleh Airport,Sabang,Indonesia,5.874129772,95.33969879,7
3892,Cibeureum Airport,Tasikmalaya,Indonesia,-7.346600056,108.2460022,7
3893,Iswahyudi Airport,Madiun,Indonesia,-7.615769863,111.4339981,7
3894,Abdul Rachman Saleh Airport,Malang,Indonesia,-7.926559925,112.7149963,7
3895,Budiarto Airport,Tangerang,Indonesia,-6.293171,106.57,7
3896,Husein Sastranegara International Airport,Bandung,Indonesia,-6.900629997,107.5759964,7
3897,Penggung Airport,Cirebon,Indonesia,-6.756140232,108.5400009,7
3898,Adi Sutjipto International Airport,Yogyakarta,Indonesia,-7.788179874,110.4319992,7
3899,Tunggul Wulung Airport,Cilacap,Indonesia,-7.645060062,109.0339966,7
3900,Pondok Cabe Air Base,Jakarta,Indonesia,-6.336959839,106.7649994,7
3901,Achmad Yani Airport,Semarang,Indonesia,-6.97273,110.375,7
3903,Hang Nadim International Airport,Batam,Indonesia,1.121029973,104.1190033,7
3904,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,-2.74571991,107.7549973,7
3905,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,-2.162199974,106.1389999,7
3906,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,0.922683001,104.5319977,7
3907,Dabo Airport,Singkep,Indonesia,-0.479189008,104.5790024,7
3908,Syamsudin Noor Airport,Banjarmasin,Indonesia,-3.442359924,114.7630005,8
3909,Batu Licin Airport,Batu Licin,Indonesia,-3.412410021,115.9950027,8
3910,Iskandar Airport,Pangkalan Bun,Indonesia,-2.705199957,111.6729965,7
3911,Tjilik Riwut Airport,Palangkaraya,Indonesia,-2.225130081,113.9430008,7
3913,Maumere(Wai Oti) Airport,Maumere,Indonesia,-8.640649796,122.2369995,8
3914,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,-8.849289894,121.6610031,8
3915,Frans Sales Lega Airport,Ruteng,Indonesia,-8.597009659,120.4769974,8
3916,El Tari Airport,Kupang,Indonesia,-10.17160034,123.6709976,8
3917,Komodo Airport,Labuhan Bajo,Indonesia,-8.48666,119.889,8
3919,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,-1.268270016,116.8939972,8
3920,Juwata Airport,Taraken,Indonesia,3.326667,117.569444,8
3921,Temindung Airport,Samarinda,Indonesia,-0.484530985,117.1569977,8
3922,Tanjung Santan Airport,Tanjung Santan,Indonesia,-0.092973001,117.4530029,8
3923,Selaparang Airport,Mataram,Indonesia,-8.560709953,116.0950012,8
3924,Muhammad Salahuddin Airport,Bima,Indonesia,-8.539649963,118.6869965,8
3927,Umbu Mehang Kunda Airport,Waingapu,Indonesia,-9.66922,120.302002,8
3928,Juanda International Airport,Surabaya,Indonesia,-7.379829884,112.7870026,7
3929,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,-7.516089916,110.7570038,7
3930,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,9
3931,Chiang Mai International Airport,Chiang Mai,Thailand,18.76679993,98.96260071,7
3932,Chiang Rai International Airport,Chiang Rai,Thailand,19.95229912,99.88289642,7
3933,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,8.539620399,99.94470215,7
3935,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,14.94950008,102.3130035,7
3936,Nakhon Phanom Airport,Nakhon Phanom,Thailand,17.38380051,104.6429977,7
3937,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,15.25129986,104.8700027,7
3938,Khon Kaen Airport,Khon Kaen,Thailand,16.46660042,102.7839966,7
3939,Sukhothai Airport,Sukhothai,Thailand,17.23800087,99.81819916,7
3940,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.748169899,115.1669998,8
3941,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997,2
3942,Chubu Centrair International Airport,Nagoya,Japan,34.85839844,136.8049927,9
3943,Kobe Airport,Kobe,Japan,34.63280106,135.223999,9
3944,Pullman Moscow Regional Airport,Pullman,United States,46.7439,-117.110001,-8
3945,Lewiston Nez Perce County Airport,Lewiston,United States,46.37450027,-117.0149994,-8
3946,Elmira Corning Regional Airport,Elmira,United States,42.15990067,-76.89160156,-5
3947,Ithaca Tompkins Regional Airport,Ithaca,United States,42.49100113,-76.45839691,-5
3948,Monterey Peninsula Airport,Monterey,United States,36.5870018,-121.8430023,-8
3949,Santa Barbara Municipal Airport,Santa Barbara,United States,34.42620087,-119.8399963,-8
3950,Daytona Beach International Airport,Daytona Beach,United States,29.179899,-81.058098,-5
3952,Liepāja International Airport,Liepaja,Latvia,56.51750183,21.09690094,2
3953,Riga International Airport,Riga,Latvia,56.92359924,23.97109985,2
3954,Šiauliai International Airport,Siauliai,Lithuania,55.89390182,23.39500046,2
3955,Barysiai Airport,Barysiai,Lithuania,56.0705986,23.55809975,2
3956,Kaunas International Airport,Kaunas,Lithuania,54.96390152,24.08480072,2
3957,S. Darius and S. Girėnas Airfield,Kaunas,Lithuania,54.879799,23.8815,2
3958,Palanga International Airport,Palanga,Lithuania,55.97320175,21.09390068,2
3959,Vilnius International Airport,Vilnius,Lithuania,54.634102,25.285801,2
3960,Panevėžys Air Base,Panevezys,Lithuania,55.72940063,24.46080017,2
3962,Erebuni Airport,Yerevan,Armenia,40.12210083,44.46500015,4
3963,Stepanavan Airport,Stepanavan,Armenia,41.04850006,44.33720016,4
3964,Zvartnots International Airport,Yerevan,Armenia,40.14730072,44.39590073,4
3965,Gyumri Shirak Airport,Gyumri,Armenia,40.75040054,43.85929871,4
3966,Assab International Airport,Assab,Eritrea,13.07180023,42.64500046,3
3967,Asmara International Airport,Asmara,Eritrea,15.29189968,38.91070175,3
3968,Massawa International Airport,Massawa,Eritrea,15.67000008,39.37009811,3
3969,Yasser Arafat International Airport,Gaza,Palestine,31.24640083,34.27610016,2
3971,Batumi International Airport,Batumi,Georgia,41.61029816,41.59970093,4
3972,Kopitnari Airport,Kutaisi,Georgia,42.17670059,42.48260117,4
3973,Tbilisi International Airport,Tbilisi,Georgia,41.6692009,44.95470047,4
3974,Mukalla International Airport,Mukalla,Yemen,14.66259956,49.375,3
3975,Ta'izz International Airport,Taiz,Yemen,13.68599987,44.13909912,3
3976,Hodeidah International Airport,Hodeidah,Yemen,14.75300026,42.97629929,3
3977,Aden International Airport,Aden,Yemen,12.8295002,45.02880096,3
3978,Ataq Airport,Ataq,Yemen,14.55130005,46.82619858,3
3979,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,16.19169998,52.17499924,3
3980,Sana'a International Airport,Sanaa,Yemen,15.47630024,44.21969986,3
3982,Beihan Airport,Beihan,Yemen,14.78199959,45.7201004,3
3984,Socotra International Airport,Socotra,Yemen,12.63070011,53.90579987,3
3985,Al Badie Airport,Al Badie,Yemen,18.71929932,50.8368988,3
3986,Memmingen Allgau Airport,Memmingen,Germany,47.98880005,10.23950005,1
3987,Nevşehir Kapadokya Airport,Nevsehir,Turkey,38.7719,34.5345,3
3988,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358,-3
3989,Erbil International Airport,Erbil,Iraq,36.23759842,43.96319962,3
3990,Emerald Airport,Emerald,Australia,-23.56749916,148.1790009,10
3991,Athen Helenikon Airport,Athens,Greece,37.893299,23.726101,2
3992,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033,9
3993,Downtown-Manhattan/Wall St Heliport,New York,United States,40.70119858,-74.00900269,-5
3994,Tagbilaran Airport,Tagbilaran,Philippines,9.665442,123.853533,8
3995,Ilulissat Airport,Ilulissat,Greenland,69.24320221,-51.05709839,-3
3996,Qasigiannguit Heliport,Qasigiannguit,Greenland,68.82281555,-51.17344737,-3
3997,Aasiaat Airport,Aasiaat,Greenland,68.72180176,-52.78469849,-3
3998,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062,1
3999,Darwin International Airport,Darwin,Australia,-12.41469955,130.8769989,9.5
4000,Surat Thani Airport,Surat Thani,Thailand,9.132599831,99.13559723,7
4004,Talkeetna Airport,Talkeetna,United States,62.32049942,-150.0939941,-9
4005,Xewkija Heliport,Gozo,Malta,36.027199,14.2728,1
4006,Tweed New Haven Airport,New Haven,United States,41.26369858,-72.88680267,-5
4007,Asheville Regional Airport,Asheville,United States,35.43619919,-82.54180145,-5
4008,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5
4009,Joe Foss Field Airport,Sioux Falls,United States,43.58200073,-96.74189758,-6
4010,Ayers Rock Connellan Airport,Uluru,Australia,-25.1861,130.975998,9.5
4011,Manchester-Boston Regional Airport,Manchester NH,United States,42.932598,-71.435699,-5
4012,Naples Municipal Airport,Naples,United States,26.15259933,-81.77529907,-5
4013,LTS Pulau Redang Airport,Redang,Malaysia,5.76527977,103.0070038,8
4014,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5
4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,38.1385994,-78.45290375,-5
4016,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,37.3255,-79.975403,-5
4017,Blue Grass Airport,Lexington KY,United States,38.03649902,-84.60590363,-5
4018,Evansville Regional Airport,Evansville,United States,38.03699875,-87.53240204,-6
4019,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001,-7
4020,Gallatin Field,Bozeman,United States,45.77750015,-111.1529999,-7
4021,Billings Logan International Airport,Billings,United States,45.80770111,-108.5429993,-7
4022,Bert Mooney Airport,Butte,United States,45.95479965,-112.4970016,-7
4023,Cherry Capital Airport,Traverse City,United States,44.74140167,-85.5821991,-5
4024,Mundo Maya International Airport,Flores,Guatemala,16.91379929,-89.86640167,-6
4025,Hancock County-Bar Harbor Airport,Bar Harbor,United States,44.45000076,-68.3615036,-5
4026,Knox County Regional Airport,Rockland,United States,44.06010056,-69.09919739,-5
4027,Jackson Hole Airport,Jacksn Hole,United States,43.6072998,-110.737999,-7
4028,Chicago Rockford International Airport,Rockford,United States,42.19540024,-89.09719849,-6
4029,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,3
4030,Sanya Phoenix International Airport,Sanya,China,18.30290031,109.4120026,8
4031,Milford Sound Airport,Milford Sound,New Zealand,-44.6733017,167.9230042,12
4033,Lijiang Airport,Lijiang,China,26.68000031,100.2460022,8
4034,Greenville Spartanburg International Airport,Greenville,United States,34.89569855,-82.21890259,-5
4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,40.47710037,-88.91590118,-6
4038,Gulfport Biloxi International Airport,Gulfport,United States,30.40730095,-89.07009888,-6
4039,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.23490143,-85.55210114,-5
4040,Toledo Express Airport,Toledo,United States,41.58679962,-83.80780029,-5
4041,Fort Wayne International Airport,Fort Wayne,United States,40.97850037,-85.19509888,-5
4042,Decatur Airport,Decatur,United States,39.83459854,-88.86569977,-6
4043,The Eastern Iowa Airport,Cedar Rapids,United States,41.88470078,-91.71080017,-6
4044,La Crosse Municipal Airport,La Crosse,United States,43.879002,-91.256699,-6
4045,Central Wisconsin Airport,Wassau,United States,44.77759933,-89.66680145,-6
4046,General Wayne A. Downing Peoria International Airport,Peoria,United States,40.66419983,-89.69329834,-6
4047,Appleton International Airport,Appleton,United States,44.2580986,-88.51909637,-6
4048,Rochester International Airport,Rochester,United States,43.90829849,-92.5,-6
4049,University of Illinois Willard Airport,Champaign,United States,40.03919983,-88.27809906,-6
4050,Manhattan Regional Airport,Manhattan,United States,39.14099884,-96.67079926,-6
4051,Kingscote Airport,Kingscote,Australia,-35.71390152,137.5209961,9.5
4052,Hervey Bay Airport,Hervey Bay,Australia,-25.31889915,152.8800049,10
4054,Dali Airport,Dali,China,25.649401,100.319,8
4056,Mulu Airport,Mulu,Malaysia,4.04832983,114.8050003,8
4057,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,27.97730064,34.39500046,2
4058,Venango Regional Airport,Franklin,United States,41.37789917,-79.86039734,-5
4059,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,3
4060,Seronera Airport,Seronera,Tanzania,-2.45806,34.822498,3
4061,El Calafate Airport,El Calafate,Argentina,-50.2803,-72.053101,-3
4062,Armidale Airport,Armidale,Australia,-30.52809906,151.6170044,10
4063,Grand Junction Regional Airport,Grand Junction,United States,39.12239838,-108.5270004,-7
4064,St George Municipal Airport,Saint George,United States,37.036389,-113.510306,-7
4065,David Wayne Hooks Memorial Airport,Houston,United States,30.0618,-95.55280304,-6
4066,Port O'Connor Private Heliport,Port O\'Connor,United States,28.429725,-96.444419,-6
4067,Sarasota Bradenton International Airport,Sarasota,United States,27.39539909,-82.55439758,-5
4069,L.F. Wade International International Airport,Bermuda,Bermuda,32.36399841,-64.67870331,-4
4071,Van Nuys Airport,Van Nuys,United States,34.20980072,-118.4899979,-8
4072,Quad City International Airport,Moline,United States,41.44850159,-90.50749969,-6
4073,Panama City-Bay Co International Airport,Panama City,United States,30.212099,-85.6828,-6
4074,Honiara International Airport,Honiara,Solomon Islands,-9.42800045,160.0549927,11
4075,Faa'a International Airport,Papeete,French Polynesia,-17.553699,-149.606995,-10
4076,Nauru International Airport,Nauru,Nauru,-0.547458,166.919006,12
4077,Funafuti International Airport,Funafuti,Tuvalu,-8.525,179.195999,12
4078,Tolmachevo Airport,Novosibirsk,Russia,55.01259995,82.65070343,7
4080,Samsø Airport,Samsoe,Denmark,55.88949966,10.61369991,1
4081,Xieng Khouang Airport,Phon Savan,Laos,19.450001,103.157997,7
4083,Bismarck Municipal Airport,Bismarck,United States,46.77270126,-100.7460022,-6
4084,Telluride Regional Airport,Telluride,United States,37.9538002,-107.9079971,-7
4085,Yinchuan Airport,Yinchuan,China,38.481899,106.009003,8
4086,Mae Hong Son Airport,Mae Hong Son,Thailand,19.30130005,97.97579956,7
4087,Rapid City Regional Airport,Rapid City,United States,44.04529953,-103.0569992,-7
4088,Mc Clellan-Palomar Airport,Carlsbad,United States,33.12829971,-117.2799988,-8
4089,Bishop International Airport,Flint,United States,42.9654007,-83.74359894,-5
4090,Francisco Bangoy International Airport,Davao,Philippines,7.125520229,125.6460037,8
4091,Madeira Airport,Funchal,Portugal,32.697899,-16.7745,0
4092,Maestro Wilson Fonseca Airport,Santarem,Brazil,-2.424721956,-54.78583145,-3
4093,Sihanoukville International Airport,Sihanoukville,Cambodia,10.57970047,103.637001,7
4094,Ekati Airport,Ekati,Canada,64.69889832,-110.6149979,-7
4095,Hawke's Bay Airport,NAPIER,New Zealand,-39.465801,176.869995,12
4096,Levuka Airfield,Levuka,Fiji,-17.71109962,178.7590027,12
4097,Lhasa Gonggar Airport,Lhasa,China,29.29780006,90.91190338,8
4098,Redding Municipal Airport,Redding,United States,40.50899887,-122.2929993,-8
4099,Mahlon Sweet Field,Eugene,United States,44.12459946,-123.211998,-8
4100,Idaho Falls Regional Airport,Idaho Falls,United States,43.514599,-112.070999,-7
4101,Rogue Valley International Medford Airport,Medford,United States,42.37419891,-122.8730011,-8
4102,Kaikoura Airport,Kaikoura,New Zealand,-42.42499924,173.6049957,12
4103,Roberts Field,Redmond-Bend,United States,44.2541008,-121.1500015,-8
4104,Picton Aerodrome,Picton,New Zealand,-41.34609985,173.9559937,12
4105,Hosea Kutako International Airport,Windhoek,Namibia,-22.4799,17.4709,1
4106,Victoria Harbour Seaplane Base,Victoria,Canada,48.42498589,-123.3888674,-8
4107,Coal Harbour Seaplane Base,Vancouver,Canada,50.59999847,-127.5830002,-8
4108,Yaoqiang Airport,Jinan,China,36.85720062,117.2160034,8
4109,Changzhou Benniu Airport,Changzhou,China,31.919701,119.778999,8
4110,Yibin Caiba Airport,Yibin,China,28.80055556,104.545,8
4111,Roshchino International Airport,Tyumen,Russia,57.1896019,65.32430267,5
4112,Akron Canton Regional Airport,Akron,United States,40.91609955,-81.44219971,-5
4113,Huntsville International Carl T Jones Field,Huntsville,United States,34.6371994,-86.77510071,-6
4114,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,39.3451004,-81.43920135,-5
4115,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,32.30059814,-86.39399719,-6
4116,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,36.475201,-82.407401,-5
4117,Barkley Regional Airport,PADUCAH,United States,37.06079865,-88.77380371,-6
4119,Djibouti-Ambouli Airport,Djibouti,Djibouti,11.54730034,43.15950012,3
4120,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996,8
4121,Mafia Island Airport,Mafia Island,Tanzania,-7.917478,39.668502,3
4124,Page Municipal Airport,Page,United States,36.92610168,-111.447998,-7
4125,Utila Airport,Utila,Honduras,16.1131,-86.880302,-6
